"Norme/Schema";"Identifiant unique/UUID";"Titre/Title";"Description";"Provenance/Lineage";"Parent";"Catégorie/Category";"Mot-clé/Keyword";"Date de publication/Date submitted";"Fréquence de mise à jour/Update frequency";"Couverture territoriale/Geo Box";"Type";"Organisation/Responsible Party";"Licence/Legal constraints"
"iso19139";"37af7bbe-92fe-4d5b-8d00-9deaa65603ee";"Orthophotographie 2012 du Grand Lyon - Dalle 1865_5160_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"5.116,5.16902,45.62037,45.66413";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"21632129-72b9-499f-ba63-6e24fd071aaf";"Orthophotographie 1993 du Grand Lyon";"Orthophotographies aux formats ECW (Vue d'ensemble) selon le quadrillage Lambert 2. Les pixels sont de 0.75 m.Existe également en TIF (dalles de 1 km²).";"Prise de vue par caméra argentique, en été 1993.";"";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"1995-01-02 2012-06-26 1993-07-15";"";"4.677,5.162,45.588,45.923";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"b32c1f99-e2d0-4e4e-859f-aa6447a03c74";"Orthophotographie 2012 du Grand Lyon - Dalle 1845_5190_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.86864,4.90821,45.89472,45.92106";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"4df3ff9f-7281-4d29-bd81-033a24ba4c7c";"Orthophotographie 2009 du Grand Lyon - Dalle 1860_5185_16_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2010-04-05";"";"5.0602,5.11281,45.84642,45.8543";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"826afd10-8c12-4bc5-a252-e1fd2443486d";"Orthophotographie 2012 du Grand Lyon - Dalle 1835_5185_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.73841,4.80423,45.85178,45.89576";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"6164d09b-2c7c-4b62-b932-4b7437dcf7fd";"Orthophotographie 2009 du Grand Lyon - Dalle 1865_5165_16_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2010-04-05";"";"5.11771,5.1701,45.6732,45.70935";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"bf178605-c8cc-4065-8ee3-87a49a1c3ff5";"Orthophotographie 2012 du Grand Lyon - Dalle 1845_5160_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.85962,4.92527,45.62486,45.66877";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"1c653495-71bb-4ac1-b070-fd6d6e15311a";"Orthophotographie 2012 du Grand Lyon - Dalle 1840_5160_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.79551,4.86111,45.62589,45.66964";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"40c57d9f-a900-49fc-bdac-d816e01562c6";"Orthophotographie 2009 du Grand Lyon - Dalle 1845_5170_16_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2010-04-05";"";"4.86262,4.92837,45.71481,45.75872";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"93fc960a-d82f-460f-b57b-919626ddc442";"Image du relief du Grand Lyon 2009 (pixel de 10 m)";"Image au format TIF du modèle numérique de terrain du Grand Lyon (MNT), issu de la prise vue aérienne 2009. En RGF93 CC46. La taille des pixels est de 10 m.";"Prise de vue par caméra numérique, en été 2009.";"";"Altitude";"Altitude,données ouvertes";"2012-06-26 2009-08-17 2010-08-02";"irregular";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"f82cfba8-174a-42c9-9b60-c8beb4986395";"Terrain de la trame urbaine du Grand Lyon (Fond de plan)";"Objets surfaciques créés par découpage des parcelles cadastrales par les îlots du Fond de plan en conservant les parties intérieures (terrain) à l'îlot.";"Base fond de plan mise à jour en s'appuyant sur le plan cadastral et les prises de vue aériennes.";"4e21e76e-d20c-49b6-9959-cd4785c30a9a";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-11-07";"biannually";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"d2494d95-df9c-4ad8-a2c4-6d7ff736629b";"Terrain découpe de la trame urbaine du Grand Lyon (Fond de plan)";"Objets surfacique créés par découpage des parcelles cadastrales par les îlots du Fond de plan en conservant les parties extérieures  (terrain découpe) à l'îlot.";"Base fond de plan mise à jour en s'appuyant sur le plan cadastral et les prises de vue aériennes.";"4e21e76e-d20c-49b6-9959-cd4785c30a9a";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-11-07";"irregular";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"64adde9a-2322-4374-b416-362115f0e8d3";"Orthophotographie 2012 du Grand Lyon - Dalle 1830_5150_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.6905,4.73002,45.5465,45.58191";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"4e21e76e-d20c-49b6-9959-cd4785c30a9a";"Trame urbaine (Fond de plan)";"Fiche d'accès aux fiches de ce thème cartographique fait d'un ensemble de couches d'objets structurant le territoire :Îlot, terrain, terrain découpe, zones d'exclusion et pseudo-terrains.La mise à jour dépend d'une livraison du plan cadastral ou d'une prise de vue aérienne.";"Base fond de plan mise à jour en s'appuyant sur le plan cadastral et les prises de vue aériennes.";"";"France";"France,Occupation des terres,Usage des sols,données ouvertes";"2013-11-07";"irregular";"4.681,5.067,45.55,45.945";"series";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"528487b7-5387-4f79-bcc6-6aa319e8c5c1";"Orthophotographie 2009 du Grand Lyon - Dalle 1860_5170_16_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2010-04-05";"";"5.05522,5.12112,45.71149,45.75529";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"80cff5a0-077f-4168-a4aa-f43b2ee9407b";"Orthophotographie 2012 du Grand Lyon - Dalle 1850_5180_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.92993,4.99585,45.80369,45.84756";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"8e699e5d-b9e1-4553-bd48-e234c2fad4e5";"Orthophotographie 2012 du Grand Lyon - Dalle 1860_5175_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"5.05522,5.10998,45.75647,45.80026";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"b497ef8f-1db8-4584-bc74-2b658da6b8ba";"Numéro de secteur de mixité sociale du P.L.U. du Grand Lyon";"Emplacement dans un périmètre de secteur de mixité sociale du numéro de secteur (numérotation par commune ou arrondissement)(objet ponctuel).";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"78baf5e1-7a26-4f58-ac8b-7b2a08f888a0";"Dispositions particulières aux activités économiques - Axe tertiaire, alignement de bureaux du P.L.U. du Grand Lyon";"Limite au sol sur laquelle les constructions, travaux, ouvrages édifiés le long des voies visées par un axe tertiaire peuvent être affectés à des bureaux, nonobstant le seuil indiqué dans le règlement de la zone concernée";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"2c382d0b-910f-4fca-8ec6-78ed37b12473";"Numéro d'orientation d'aménagement du PLU du Grand Lyon";"Emplacement dans un périmètre d'orientation d'aménagement du numéro de périmètre";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"583b8a0e-fe36-43a3-904f-ca018093ad27";"Nature de zonage du P.L.U. du Grand Lyon 1/2000";"Emplacements dans un périmètre de zone du P.L.U de la nature du zonage (U..., AU..., N..., A...)";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"8376fb5b-4e3a-47c2-9fba-2fb408203647";"Prescriptions relatives à l'implantation des bâtiments - Ligne d'implantation du P.L.U. du Grand Lyon";"Limite sur laquelle les parties de constructions non enterrées, à l'exception des clôtures, doivent être implantées.Pour une vision globale des prescriptions relatives à l'implantation des bâtiments associer l'ensemble des fiches : Espace non aedificandiLigne d'implantationPolygone d'implantationContinuité/discontinuité";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"a184f60f-8547-4eb5-9e9f-8c4e921e414b";"Numéro d'équipement futur du P.L.U. du Grand Lyon";"Emplacement dans un périmètre de localisation préférentielle pour équipement du numéro d'équipement.Pour une vision globale des localisations préférentielles d'équipements futurs associer l'ensemble des fiches : Emprise de localisation préférentielle pour équipementLocalisation préférentielle pour équipementNuméro d'équipement futur à créer";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"7b255bc2-a7b0-4322-b69b-855c6cfce695";"Nature du zonage du P.L.U. du Grand Lyon 1/5000";"Emplacements dans un périmètre de zone du P.L.U de la nature du zonage (U..., AU..., N..., A...)";"Saisie par digitalisation de plans au 1/5000";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.6810,5.0670,45.5500,45.9170";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"9d62fb69-e26c-437e-bab2-43d70b1eba0d";"Prescriptions d'aménagement - Cheminement à préserver du P.L.U. du Grand Lyon";"Objet correspondant aux cheminements à préserver devant être maintenus dans leur fonction tout en admettant une adaptation de leur tracé.";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"284fbac5-4285-45eb-984c-5d2a512803a9";"Emprise de localisation préférentielle pour équipement du P.L.U. du Grand Lyon";"Périmètre à l'intérieur duquel est prévu un équipement public futur à créer (art. L 123-2-c).Pour une vision globale des localisations préférentielles d'équipements futurs associer l'ensemble des fiches : Emprise de localisation préférentielle pour équipementLocalisation préférentielle pour équipementNuméro d'équipement futur à créer";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"fdfacf24-8833-42ac-993a-0b95838ab9b3";"Normes de stationnement pour les bureaux du P.L.U. du Grand Lyon";"Périmètre dans lequel les constructions à destination de bureaux sont soumises à un nombre minimum ou maximum de places de stationnement.";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"b5957381-9354-457a-88c2-cf87f1fc121f";"Emplacement de numéro de périmètre de procédures particulières du PLU du Grand Lyon";"Emplacement dans un périmètre de procédure particulière d'un numéro de périmètre";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"b2789238-9f86-465d-8f8b-067fafe052c4";"Hauteur de polygone d'implantation du P.L.U. du Grand Lyon";"Emplacement dans un périmètre de polygone d'implantation d'une valeur de hauteur. Dès lors qu'une valeur chiffrée est inscrite à l'intérieur de l'emprise d'un polygone d'implantation, la hauteur maximale de façade des constructions est déterminée par cette valeur et se substitue aux hauteurs sur voie et d'îlot édictées dans les alinéas précédents.";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"da97aac5-313d-40e6-9f5a-917998ba870f";"Dispositions particulières aux activités économiques -  Richesse du sol et sous-sol du P.L.U. du Grand Lyon";"Périmètre dans lequel sont autorisés les constructions, travaux, ouvrages ou outillages à destination de carrières (hors Lyon et Villeurbanne) (art. LR 123-11-c)..";"Saisie par digitalisation de plans au 1/5000.Ces données mises en ligne de par leur caractère numérique n'ont pas de valeur juridique et ne sont pas opposables au tiers. Seul le dossier \"papier\" approuvé par délibération du conseil de communauté est opposable au tiers. L'échelle limite d'utilisation des données préconisée est le 1/2000ème.";"ef2320dc-7949-4712-bc68-b06c5fc753db";"Zones de gestion, de restriction ou de réglementation et unités de déclaration";"Zones de gestion, de restriction ou de réglementation et unités de déclaration,données ouvertes";"2014-01-13 2001-06-01";"irregular";"4.681,5.067,45.555,45.917";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
